City;PLZ;State
Burscheid;51399;Nordrhein-Westfalen
Bochum;44879;Nordrhein-Westfalen
Bochum;44867;Nordrhein-Westfalen
Siegburg;53721;Nordrhein-Westfalen
Bielefeld;33605;Nordrhein-Westfalen
Bielefeld;33609;Nordrhein-Westfalen
Oerlinghausen;33813;Nordrhein-Westfalen
Herford;32049;Nordrhein-Westfalen
Dörentrup;32694;Nordrhein-Westfalen
Marienmünster;37696;Nordrhein-Westfalen
Herzogenrath;52134;Nordrhein-Westfalen
Niederkrüchten;41372;Nordrhein-Westfalen
Langerwehe;52379;Nordrhein-Westfalen
Dahlem;53949;Nordrhein-Westfalen
Neuss;41462;Nordrhein-Westfalen
Neuss;41468;Nordrhein-Westfalen
Düsseldorf;40489;Nordrhein-Westfalen
Dinslaken;46539;Nordrhein-Westfalen
Düsseldorf;40472;Nordrhein-Westfalen
Velen;46342;Nordrhein-Westfalen
Köln;50676;Nordrhein-Westfalen
Köln;50733;Nordrhein-Westfalen
Essen;45127;Nordrhein-Westfalen
Bonn;53119;Nordrhein-Westfalen
Essen;45259;Nordrhein-Westfalen
Nachrodt-Wiblingwerde;58769;Nordrhein-Westfalen
Iserlohn;58640;Nordrhein-Westfalen
Unna;59423;Nordrhein-Westfalen
Hamm;59073;Nordrhein-Westfalen
Steinhagen;33803;Nordrhein-Westfalen
Lünen;44536;Nordrhein-Westfalen
Dortmund;44339;Nordrhein-Westfalen
Steinfurt;48565;Nordrhein-Westfalen
Gütersloh;33335;Nordrhein-Westfalen
Bielefeld;33619;Nordrhein-Westfalen
Bielefeld;33615;Nordrhein-Westfalen
Paderborn;33102;Nordrhein-Westfalen
Blomberg;32825;Nordrhein-Westfalen
Willebadessen;34439;Nordrhein-Westfalen
Höxter;37671;Nordrhein-Westfalen
Arnsberg;59757;Nordrhein-Westfalen
Ennigerloh;59320;Nordrhein-Westfalen
Arnsberg;59759;Nordrhein-Westfalen
Kleve;47533;Nordrhein-Westfalen
Wegberg;41844;Nordrhein-Westfalen
Linnich;52441;Nordrhein-Westfalen
Kempen;47906;Nordrhein-Westfalen
Tönisvorst;47918;Nordrhein-Westfalen
Mönchengladbach;41236;Nordrhein-Westfalen
Krefeld;47803;Nordrhein-Westfalen
Krefeld;47799;Nordrhein-Westfalen
Neuss;41464;Nordrhein-Westfalen
Duisburg;47178;Nordrhein-Westfalen
Düsseldorf;40219;Nordrhein-Westfalen
Düsseldorf;40215;Nordrhein-Westfalen
Euskirchen;53879;Nordrhein-Westfalen
Düsseldorf;40229;Nordrhein-Westfalen
Ratingen;40882;Nordrhein-Westfalen
Düsseldorf;40625;Nordrhein-Westfalen
Köln;51063;Nordrhein-Westfalen
Essen;45138;Nordrhein-Westfalen
Bonn;53177;Nordrhein-Westfalen
Gelsenkirchen;45889;Nordrhein-Westfalen
Wuppertal;42349;Nordrhein-Westfalen
Herten;45699;Nordrhein-Westfalen
Troisdorf;53840;Nordrhein-Westfalen
Billerbeck;48727;Nordrhein-Westfalen
Olfen;59399;Nordrhein-Westfalen
Plettenberg;58840;Nordrhein-Westfalen
Bertelsmann;33333;Nordrhein-Westfalen
Bad Driburg;33014;Nordrhein-Westfalen
Schmallenberg;57392;Nordrhein-Westfalen
Holzwickede;59439;Nordrhein-Westfalen
Ibbenbüren;49479;Nordrhein-Westfalen
Drensteinfurt;48317;Nordrhein-Westfalen
Münster;48145;Nordrhein-Westfalen
Hemer;58675;Nordrhein-Westfalen
Rheda-Wiedenbrück;33378;Nordrhein-Westfalen
Bestwig;59909;Nordrhein-Westfalen
Herten;45701;Nordrhein-Westfalen
Bonn;53229;Nordrhein-Westfalen
Remscheid;42857;Nordrhein-Westfalen
Bochum;44797;Nordrhein-Westfalen
Herne;44623;Nordrhein-Westfalen
Horstmar;48612;Nordrhein-Westfalen
Grefrath;47929;Nordrhein-Westfalen
Mönchengladbach;41189;Nordrhein-Westfalen
Viersen;41748;Nordrhein-Westfalen
Düren;52355;Nordrhein-Westfalen
Kaarst;41564;Nordrhein-Westfalen
Duisburg;47137;Nordrhein-Westfalen
Mülheim an der Ruhr;45479;Nordrhein-Westfalen
Oberhausen;46145;Nordrhein-Westfalen
Alfter;53347;Nordrhein-Westfalen
Haltern am See;45721;Nordrhein-Westfalen
Dortmund;44287;Nordrhein-Westfalen
Dortmund;44388;Nordrhein-Westfalen
Bedburg-Hau;47551;Nordrhein-Westfalen
Alsdorf;52477;Nordrhein-Westfalen
Roetgen;52159;Nordrhein-Westfalen
Monschau;52156;Nordrhein-Westfalen
Simmerath;52152;Nordrhein-Westfalen
Niederzier;52382;Nordrhein-Westfalen
Neukirchen-Vluyn;47506;Nordrhein-Westfalen
Duisburg;47139;Nordrhein-Westfalen
Pulheim;50259;Nordrhein-Westfalen
Düsseldorf;40468;Nordrhein-Westfalen
Düsseldorf;40470;Nordrhein-Westfalen
Düsseldorf;40599;Nordrhein-Westfalen
Mülheim an der Ruhr;45475;Nordrhein-Westfalen
Köln;50739;Nordrhein-Westfalen
Köln;50968;Nordrhein-Westfalen
Bonn;53125;Nordrhein-Westfalen
Rosendahl;48720;Nordrhein-Westfalen
Lippstadt;59557;Nordrhein-Westfalen
Rüthen;59602;Nordrhein-Westfalen
Mettingen;49497;Nordrhein-Westfalen
Lienen;49536;Nordrhein-Westfalen
Ense;59469;Nordrhein-Westfalen
Möhnesee;59519;Nordrhein-Westfalen
Arnsberg;59823;Nordrhein-Westfalen
Wilnsdorf;57234;Nordrhein-Westfalen
Lüdenscheid;58515;Nordrhein-Westfalen
Münster;48159;Nordrhein-Westfalen
Preußisch Oldendorf;32361;Nordrhein-Westfalen
Salzkotten;33154;Nordrhein-Westfalen
Hövelhof;33161;Nordrhein-Westfalen
Bad Lippspringe;33175;Nordrhein-Westfalen
Minden;32429;Nordrhein-Westfalen
Bad Oeynhausen;32547;Nordrhein-Westfalen
Mönchengladbach;41069;Nordrhein-Westfalen
Rheurdt;47509;Nordrhein-Westfalen
Moers;47447;Nordrhein-Westfalen
Oberhausen;46117;Nordrhein-Westfalen
Oberhausen;46119;Nordrhein-Westfalen
Erkrath;40699;Nordrhein-Westfalen
Dorsten;46282;Nordrhein-Westfalen
Essen;45359;Nordrhein-Westfalen
Leverkusen;51371;Nordrhein-Westfalen
Köln;50931;Nordrhein-Westfalen
Köln;51103;Nordrhein-Westfalen
Essen;45136;Nordrhein-Westfalen
Essen;45309;Nordrhein-Westfalen
Hagen;58097;Nordrhein-Westfalen
Nümbrecht;51588;Nordrhein-Westfalen
Nordkirchen;59394;Nordrhein-Westfalen
Hagen;58095;Nordrhein-Westfalen
Dortmund;44319;Nordrhein-Westfalen
Iserlohn;58642;Nordrhein-Westfalen
Münster;48157;Nordrhein-Westfalen
Dortmund;44359;Nordrhein-Westfalen
Dortmund;44357;Nordrhein-Westfalen
Spenge;32139;Nordrhein-Westfalen
Paderborn;33106;Nordrhein-Westfalen
Hamm;59063;Nordrhein-Westfalen
Sundern;59846;Nordrhein-Westfalen
Arnsberg;59821;Nordrhein-Westfalen
Aachen;52074;Nordrhein-Westfalen
Geilenkirchen;52511;Nordrhein-Westfalen
Kerken;47647;Nordrhein-Westfalen
Schleiden;53937;Nordrhein-Westfalen
Hamminkeln;46499;Nordrhein-Westfalen
Voerde (Niederrhein);46562;Nordrhein-Westfalen
Moers;47443;Nordrhein-Westfalen
Düsseldorf;40239;Nordrhein-Westfalen
Bottrop;46244;Nordrhein-Westfalen
Oberhausen;46047;Nordrhein-Westfalen
Hilden, Düsseldorf;40721;Nordrhein-Westfalen
Hilden, Düsseldorf;40721;Nordrhein-Westfalen
Langenfeld;40764;Nordrhein-Westfalen
Essen;45329;Nordrhein-Westfalen
Köln;51067;Nordrhein-Westfalen
Gelsenkirchen;45883;Nordrhein-Westfalen
Wuppertal;42113;Nordrhein-Westfalen
Kürten;51515;Nordrhein-Westfalen
Wuppertal;42275;Nordrhein-Westfalen
Geseke;59590;Nordrhein-Westfalen
Bielefeld;33659;Nordrhein-Westfalen
Bielefeld;33602;Nordrhein-Westfalen
Bielefeld;33604;Nordrhein-Westfalen
Bielefeld;33607;Nordrhein-Westfalen
Bad Salzuflen;32107;Nordrhein-Westfalen
Kalletal;32689;Nordrhein-Westfalen
Lügde;32676;Nordrhein-Westfalen
Wiehl;51674;Nordrhein-Westfalen
Hörstel;48477;Nordrhein-Westfalen
Ostbevern;48346;Nordrhein-Westfalen
Warstein;59581;Nordrhein-Westfalen
Castrop-Rauxel;44581;Nordrhein-Westfalen
Castrop-Rauxel;44577;Nordrhein-Westfalen
Harsewinkel;33428;Nordrhein-Westfalen
Beelen;48361;Nordrhein-Westfalen
Lüdinghausen;59348;Nordrhein-Westfalen
Laer;48366;Nordrhein-Westfalen
Neuenkirchen;48485;Nordrhein-Westfalen
Witten;58454;Nordrhein-Westfalen
Essen;45279;Nordrhein-Westfalen
Gelsenkirchen;45886;Nordrhein-Westfalen
Remscheid;42853;Nordrhein-Westfalen
Wuppertal;42283;Nordrhein-Westfalen
Bad Honnef;53604;Nordrhein-Westfalen
Senden;48308;Nordrhein-Westfalen
Dortmund;44135;Nordrhein-Westfalen
Espelkamp;32339;Nordrhein-Westfalen
Bielefeld;33609;Nordrhein-Westfalen
Kirchlengern;32278;Nordrhein-Westfalen
Minden;32425;Nordrhein-Westfalen
Münster;48165;Nordrhein-Westfalen
Unna;59427;Nordrhein-Westfalen
Balve;58802;Nordrhein-Westfalen
Aachen;52068;Nordrhein-Westfalen
Aachen;52080;Nordrhein-Westfalen
Krefeld;47807;Nordrhein-Westfalen
Krefeld;47798;Nordrhein-Westfalen
Meerbusch;40667;Nordrhein-Westfalen
Neuss;41460;Nordrhein-Westfalen
Bad Münstereifel;53902;Nordrhein-Westfalen
Südlohn;46354;Nordrhein-Westfalen
Düsseldorf;40217;Nordrhein-Westfalen
Düsseldorf;40212;Nordrhein-Westfalen
Köln;50935;Nordrhein-Westfalen
Rheinbach;53359;Nordrhein-Westfalen
Bottrop;46240;Nordrhein-Westfalen
Gladbeck;45964;Nordrhein-Westfalen
Leverkusen;51381;Nordrhein-Westfalen
Bielefeld;33719;Nordrhein-Westfalen
Minden;32423;Nordrhein-Westfalen
Mönchengladbach;41169;Nordrhein-Westfalen
Willich;47877;Nordrhein-Westfalen
Bocholt;46399;Nordrhein-Westfalen
Krefeld;47805;Nordrhein-Westfalen
Düsseldorf;40545;Nordrhein-Westfalen
Euskirchen;53879;Nordrhein-Westfalen
Köln;50769;Nordrhein-Westfalen
Mülheim an der Ruhr;45481;Nordrhein-Westfalen
Düsseldorf;40627;Nordrhein-Westfalen
Köln;50825;Nordrhein-Westfalen
Dorsten;46286;Nordrhein-Westfalen
Gladbeck;45966;Nordrhein-Westfalen
Köln;50735;Nordrhein-Westfalen
Essen;45149;Nordrhein-Westfalen
Leverkusen;51377;Nordrhein-Westfalen
Gelsenkirchen;45899;Nordrhein-Westfalen
Dortmund;44225;Nordrhein-Westfalen
Münster;48161;Nordrhein-Westfalen
Schalksmühle;58579;Nordrhein-Westfalen
Siegen;57078;Nordrhein-Westfalen
Sassenberg;48336;Nordrhein-Westfalen
Hilchenbach;57271;Nordrhein-Westfalen
Hamm;59077;Nordrhein-Westfalen
Bochum;44894;Nordrhein-Westfalen
Much;53804;Nordrhein-Westfalen
Herdecke;58313;Nordrhein-Westfalen
Essen;45276;Nordrhein-Westfalen
Köln;51145;Nordrhein-Westfalen
Wuppertal;42279;Nordrhein-Westfalen
Remscheid;42897;Nordrhein-Westfalen
Bad Sassendorf;59505;Nordrhein-Westfalen
Hamm;59067;Nordrhein-Westfalen
Roetgen;52159;Nordrhein-Westfalen
Mönchengladbach;41179;Nordrhein-Westfalen
Mönchengladbach;41069;Nordrhein-Westfalen
Viersen;41747;Nordrhein-Westfalen
Issum;47661;Nordrhein-Westfalen
Bedburg;50181;Nordrhein-Westfalen
Wesel;46487;Nordrhein-Westfalen
Vettweiß;52391;Nordrhein-Westfalen
Kerpen;50170;Nordrhein-Westfalen
Rommerskirchen;41569;Nordrhein-Westfalen
Vreden;48691;Nordrhein-Westfalen
Duisburg;47053;Nordrhein-Westfalen
Köln;50859;Nordrhein-Westfalen
Köln;50858;Nordrhein-Westfalen
Düsseldorf;40595;Nordrhein-Westfalen
Dorsten;46284;Nordrhein-Westfalen
Köln;50969;Nordrhein-Westfalen
Köln;50674;Nordrhein-Westfalen
Solingen;42699;Nordrhein-Westfalen
Wachtberg;53343;Nordrhein-Westfalen
Wipperfürth;51688;Nordrhein-Westfalen
Ruppichteroth;53809;Nordrhein-Westfalen
Hagen;58089;Nordrhein-Westfalen
Troisdorf;53842;Nordrhein-Westfalen
Wuppertal;42117;Nordrhein-Westfalen
Wuppertal;42369;Nordrhein-Westfalen
Recklinghausen;45657;Nordrhein-Westfalen
Oer-Erkenschwick;45739;Nordrhein-Westfalen
Wuppertal;42289;Nordrhein-Westfalen
Bochum;44787;Nordrhein-Westfalen
Herne;44623;Nordrhein-Westfalen
Hagen;58089;Nordrhein-Westfalen
Bad Salzuflen;32105;Nordrhein-Westfalen
Erndtebrück;57339;Nordrhein-Westfalen
Langenberg;33449;Nordrhein-Westfalen
Stemwede;32351;Nordrhein-Westfalen
Siegen;57076;Nordrhein-Westfalen
Bad Berleburg;57319;Nordrhein-Westfalen
Münster;48149;Nordrhein-Westfalen
Münster;48153;Nordrhein-Westfalen
Recke;49509;Nordrhein-Westfalen
Ibbenbüren;49477;Nordrhein-Westfalen
Drolshagen;57489;Nordrhein-Westfalen
Gummersbach;51643;Nordrhein-Westfalen
Waldbröl;51545;Nordrhein-Westfalen
Paderborn;33104;Nordrhein-Westfalen
Brüggen;41379;Nordrhein-Westfalen
Aachen;52062;Nordrhein-Westfalen
Nettetal;41334;Nordrhein-Westfalen
Sonsbeck;47665;Nordrhein-Westfalen
Mechernich;53894;Nordrhein-Westfalen
Moers;47441;Nordrhein-Westfalen
Wesel;46485;Nordrhein-Westfalen
Erftstadt;50374;Nordrhein-Westfalen
Duisburg;47169;Nordrhein-Westfalen
Duisburg;47051;Nordrhein-Westfalen
Köln;50827;Nordrhein-Westfalen
Heiden;46359;Nordrhein-Westfalen
Köln;51105;Nordrhein-Westfalen
Essen;45134;Nordrhein-Westfalen
Wuppertal;42327;Nordrhein-Westfalen
Waltrop;45731;Nordrhein-Westfalen
Dülmen;48249;Nordrhein-Westfalen
Bochum;44867;Nordrhein-Westfalen
Herne;44653;Nordrhein-Westfalen
Metelen;48629;Nordrhein-Westfalen
Wuppertal;42285;Nordrhein-Westfalen
Aachen;52072;Nordrhein-Westfalen
Viersen;41751;Nordrhein-Westfalen
Mönchengladbach;41061;Nordrhein-Westfalen
Kamp-Lintfort;47475;Nordrhein-Westfalen
Düren;52351;Nordrhein-Westfalen
Dinslaken;46535;Nordrhein-Westfalen
Schermbeck;46514;Nordrhein-Westfalen
Borken;46325;Nordrhein-Westfalen
Düsseldorf;40223;Nordrhein-Westfalen
Köln;50765;Nordrhein-Westfalen
Swisttal;53913;Nordrhein-Westfalen
Köln;50670;Nordrhein-Westfalen
Essen;45143;Nordrhein-Westfalen
Gladbeck;45968;Nordrhein-Westfalen
Bonn;53121;Nordrhein-Westfalen
Gummersbach;51647;Nordrhein-Westfalen
Hückeswagen;42499;Nordrhein-Westfalen
Radevormwald;42477;Nordrhein-Westfalen
Witten;58452;Nordrhein-Westfalen
Gelsenkirchen Rotthausen;45884;Nordrhein-Westfalen
Schöppingen;48624;Nordrhein-Westfalen
Herne;44649;Nordrhein-Westfalen
Wuppertal;42281;Nordrhein-Westfalen
Herne;44629;Nordrhein-Westfalen
Borchen;33178;Nordrhein-Westfalen
Vlotho;32602;Nordrhein-Westfalen
Lichtenau;33165;Nordrhein-Westfalen
Herzebrock-Clarholz;33442;Nordrhein-Westfalen
Gütersloh;33330;Nordrhein-Westfalen
Kamen;59174;Nordrhein-Westfalen
Morsbach;51597;Nordrhein-Westfalen
Iserlohn;58638;Nordrhein-Westfalen
Bönen;59199;Nordrhein-Westfalen
Rahden;32369;Nordrhein-Westfalen
Lage;32791;Nordrhein-Westfalen
Paderborn;33098;Nordrhein-Westfalen
Warendorf;48231;Nordrhein-Westfalen
Marienheide;51709;Nordrhein-Westfalen
Dortmund;44141;Nordrhein-Westfalen
Gelsenkirchen;45892;Nordrhein-Westfalen
Gelsenkirchen;45879;Nordrhein-Westfalen
Bonn;53175;Nordrhein-Westfalen
Bonn;53113;Nordrhein-Westfalen
Ochtrup;48607;Nordrhein-Westfalen
Bonn;53173;Nordrhein-Westfalen
Wuppertal;42107;Nordrhein-Westfalen
Remscheid;42855;Nordrhein-Westfalen
Lohmar;53797;Nordrhein-Westfalen
Herne;44628;Nordrhein-Westfalen
Bochum;44803;Nordrhein-Westfalen
Weeze;47652;Nordrhein-Westfalen
Roetgen;52159;Nordrhein-Westfalen
Monschau;52156;Nordrhein-Westfalen
Aldenhoven;52457;Nordrhein-Westfalen
Rheinberg;47495;Nordrhein-Westfalen
Neuss;41472;Nordrhein-Westfalen
Duisburg;47167;Nordrhein-Westfalen
Düsseldorf;40233;Nordrhein-Westfalen
Dormagen;41539;Nordrhein-Westfalen
Köln;50667;Nordrhein-Westfalen
Essen;45145;Nordrhein-Westfalen
Bielefeld;33613;Nordrhein-Westfalen
Viersen;41749;Nordrhein-Westfalen
Mönchengladbach;41065;Nordrhein-Westfalen
Jüchen;41363;Nordrhein-Westfalen
Krefeld;47802;Nordrhein-Westfalen
Krefeld;47809;Nordrhein-Westfalen
Duisburg;47057;Nordrhein-Westfalen
Oberhausen;46049;Nordrhein-Westfalen
Mülheim an der Ruhr;45473;Nordrhein-Westfalen
Köln;50735;Nordrhein-Westfalen
Essen;45355;Nordrhein-Westfalen
Solingen;42697;Nordrhein-Westfalen
Köln;51061;Nordrhein-Westfalen
Köln;51109;Nordrhein-Westfalen
Dortmund;44263;Nordrhein-Westfalen
Freudenberg;57258;Nordrhein-Westfalen
Burbach;57299;Nordrhein-Westfalen
Meinerzhagen;58540;Nordrhein-Westfalen
Hamm;59065;Nordrhein-Westfalen
Wenden;57482;Nordrhein-Westfalen
Bergisch Gladbach;51469;Nordrhein-Westfalen
Wuppertal;42111;Nordrhein-Westfalen
Wuppertal;42119;Nordrhein-Westfalen
Königswinter;53639;Nordrhein-Westfalen
Wuppertal;42287;Nordrhein-Westfalen
Ennepetal;58256;Nordrhein-Westfalen
Aachen;52070;Nordrhein-Westfalen
Stolberg;52224;Nordrhein-Westfalen
Uedem;47589;Nordrhein-Westfalen
Kevelaer-Kervenheim;47627;Nordrhein-Westfalen
Jülich;52428;Nordrhein-Westfalen
Isselburg;46419;Nordrhein-Westfalen
Mönchengladbach;41238;Nordrhein-Westfalen
Kerpen;50170;Nordrhein-Westfalen
Duisburg;47228;Nordrhein-Westfalen
Weilerswist;53919;Nordrhein-Westfalen
Düsseldorf;40210;Nordrhein-Westfalen
Düsseldorf;40211;Nordrhein-Westfalen
Mülheim an der Ruhr;45472;Nordrhein-Westfalen
Gescher;48712;Nordrhein-Westfalen
Essen;45131;Nordrhein-Westfalen
Wuppertal;42329;Nordrhein-Westfalen
Legden;48739;Nordrhein-Westfalen
Solingen;42651;Nordrhein-Westfalen
Recklinghausen;45661;Nordrhein-Westfalen
Altenbeken;33184;Nordrhein-Westfalen
Hamm;59069;Nordrhein-Westfalen
Arnsberg;59755;Nordrhein-Westfalen
Siegen;57074;Nordrhein-Westfalen
Eslohe;59889;Nordrhein-Westfalen
Lünen;44532;Nordrhein-Westfalen
Bergkamen;59192;Nordrhein-Westfalen
Münster;48151;Nordrhein-Westfalen
Bergneustadt;51702;Nordrhein-Westfalen
Werdohl;58791;Nordrhein-Westfalen
Attendorn;57439;Nordrhein-Westfalen
Erwitte;59597;Nordrhein-Westfalen
Bochum;44892;Nordrhein-Westfalen
Dortmund;44379;Nordrhein-Westfalen
Selm;59379;Nordrhein-Westfalen
Lübbecke;32312;Nordrhein-Westfalen
Bielefeld;33729;Nordrhein-Westfalen
Leopoldshöhe;33818;Nordrhein-Westfalen
Porta Westfalica;32457;Nordrhein-Westfalen
Extertal;32699;Nordrhein-Westfalen
Stolberg (Rhld.);52223;Nordrhein-Westfalen
Eschweiler;52249;Nordrhein-Westfalen
Geldern;47608;Nordrhein-Westfalen
Monschau;52156;Nordrhein-Westfalen
Bocholt;46395;Nordrhein-Westfalen
Wesel;46483;Nordrhein-Westfalen
Bergheim;50127;Nordrhein-Westfalen
Bergheim;50129;Nordrhein-Westfalen
Düsseldorf;40221;Nordrhein-Westfalen
Duisburg;47269;Nordrhein-Westfalen
Düsseldorf;40213;Nordrhein-Westfalen
Düsseldorf;40227;Nordrhein-Westfalen
Mülheim an der Ruhr;45476;Nordrhein-Westfalen
Köln;50823;Nordrhein-Westfalen
Köln;50672;Nordrhein-Westfalen
Reken;48734;Nordrhein-Westfalen
Köln;50999;Nordrhein-Westfalen
Köln;51065;Nordrhein-Westfalen
Gelsenkirchen;45894;Nordrhein-Westfalen
Velbert;42551;Nordrhein-Westfalen
Bonn;53123;Nordrhein-Westfalen
Solingen;42655;Nordrhein-Westfalen
Dortmund;44139;Nordrhein-Westfalen
Hagen;58093;Nordrhein-Westfalen
Greven;48268;Nordrhein-Westfalen
Finnentrop;57413;Nordrhein-Westfalen
Kreuztal;57223;Nordrhein-Westfalen
Wadersloh;59329;Nordrhein-Westfalen
Solingen;42659;Nordrhein-Westfalen
Odenthal;51519;Nordrhein-Westfalen
Wuppertal;42105;Nordrhein-Westfalen
Bochum;44801;Nordrhein-Westfalen
Witten;58455;Nordrhein-Westfalen
Neunkirchen-Seelscheid;53819;Nordrhein-Westfalen
Breckerfeld;58339;Nordrhein-Westfalen
Emmerich am Rhein;46446;Nordrhein-Westfalen
Schwalmtal;41366;Nordrhein-Westfalen
Heimbach;52396;Nordrhein-Westfalen
Mönchengladbach;41063;Nordrhein-Westfalen
Mönchengladbach;41199;Nordrhein-Westfalen
Düren;52349;Nordrhein-Westfalen
Mönchengladbach;41061;Nordrhein-Westfalen
Grevenbroich;41517;Nordrhein-Westfalen
Grevenbroich;41515;Nordrhein-Westfalen
Rhede;46414;Nordrhein-Westfalen
Duisburg;47226;Nordrhein-Westfalen
Ratingen;40883;Nordrhein-Westfalen
Köln;50939;Nordrhein-Westfalen
Gronau;48599;Nordrhein-Westfalen
Essen;45326;Nordrhein-Westfalen
Essen;45257;Nordrhein-Westfalen
Rheine;48429;Nordrhein-Westfalen
Emsdetten;48282;Nordrhein-Westfalen
Hagen;58093;Nordrhein-Westfalen
Dortmund;44329;Nordrhein-Westfalen
Kierspe;58566;Nordrhein-Westfalen
Bergisch Gladbach;51467;Nordrhein-Westfalen
Wuppertal;42103;Nordrhein-Westfalen
Herne;44651;Nordrhein-Westfalen
Bochum;44793;Nordrhein-Westfalen
Bochum;44809;Nordrhein-Westfalen
Wuppertal;42277;Nordrhein-Westfalen
Bochum;44801;Nordrhein-Westfalen
Lindlar;51789;Nordrhein-Westfalen
Schwelm;58332;Nordrhein-Westfalen
Dortmund;44149;Nordrhein-Westfalen
Olsberg;59939;Nordrhein-Westfalen
Verl;33415;Nordrhein-Westfalen
Brilon;59929;Nordrhein-Westfalen
Bielefeld;33611;Nordrhein-Westfalen
Neuenrade;58809;Nordrhein-Westfalen
Menden;58710;Nordrhein-Westfalen
Ahlen;59229;Nordrhein-Westfalen
Borgholzhausen;33829;Nordrhein-Westfalen
Siegen;57080;Nordrhein-Westfalen
Lennestadt;57368;Nordrhein-Westfalen
Bielefeld;33617;Nordrhein-Westfalen
Bromskirchen, Hallenberg;59969;Nordrhein-Westfalen
Minden;32427;Nordrhein-Westfalen
Barntrup;32683;Nordrhein-Westfalen
Castrop-Rauxel;44577;Nordrhein-Westfalen
Engelskirchen;51766;Nordrhein-Westfalen
Rheine;48432;Nordrhein-Westfalen
Dortmund;44369;Nordrhein-Westfalen
Rheine;48431;Nordrhein-Westfalen
Gelsenkirchen;45891;Nordrhein-Westfalen
Troisdorf;53844;Nordrhein-Westfalen
Bonn;53111;Nordrhein-Westfalen
Sprockhövel;45549;Nordrhein-Westfalen
Recklinghausen;45665;Nordrhein-Westfalen
Datteln;45711;Nordrhein-Westfalen
Dortmund;44147;Nordrhein-Westfalen
Kranenburg;47559;Nordrhein-Westfalen
Würselen;52146;Nordrhein-Westfalen
Hückelhoven;41836;Nordrhein-Westfalen
Simmerath;52152;Nordrhein-Westfalen
Inden;52459;Nordrhein-Westfalen
Mönchengladbach;41239;Nordrhein-Westfalen
Merzenich;52399;Nordrhein-Westfalen
Düsseldorf;40549;Nordrhein-Westfalen
Duisburg;47249;Nordrhein-Westfalen
Duisburg;47138;Nordrhein-Westfalen
Duisburg;47279;Nordrhein-Westfalen
Düsseldorf;40589;Nordrhein-Westfalen
Köln;50829;Nordrhein-Westfalen
Brühl;50321;Nordrhein-Westfalen
Heiligenhaus;42579;Nordrhein-Westfalen
Wesseling;50389;Nordrhein-Westfalen
Köln;51143;Nordrhein-Westfalen
Heek;48619;Nordrhein-Westfalen
Essen;45139;Nordrhein-Westfalen
Münster;48143;Nordrhein-Westfalen
Iserlohn;58636;Nordrhein-Westfalen
Bielefeld;33699;Nordrhein-Westfalen
Wünnenberg;33181;Nordrhein-Westfalen
Detmold;32760;Nordrhein-Westfalen
Monschau;52156;Nordrhein-Westfalen
Stolberg (Rhld.);52222;Nordrhein-Westfalen
Mönchengladbach;41068;Nordrhein-Westfalen
Duisburg;47239;Nordrhein-Westfalen
Duisburg;47259;Nordrhein-Westfalen
Neuss;41466;Nordrhein-Westfalen
Köln;50933;Nordrhein-Westfalen
Bottrop;46242;Nordrhein-Westfalen
Leverkusen;51373;Nordrhein-Westfalen
Velbert;42553;Nordrhein-Westfalen
